PDF Template ID	PDF Template Name	HAS DOC ID?
058b0467-97c6-4b89-9f07-ceee8ecc0604	Centene Medicare Member To-Do List 2025 (Multiple SubOrg / Standard Font)	YES
1073d4e4-1c81-4af6-a363-926f27f803a0	PML_HRHC_general	YES
1073d4e4-1c81-4af6-a363-926f27f803a0	PML_HRHC_general	YES
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	YES
bc3133e1-1627-44ca-acb7-35a42164818f	CL_MTM_general	YES
d557a2db-9265-4e18-9114-1ff3b6639fe8	DMP Alternate Second Notice (ESI 2025 / Tall Footer)	YES
d557a2db-9265-4e18-9114-1ff3b6639fe8	DMP Alternate Second Notice (ESI 2025 / Tall Footer)	YES
26163de9-6651-49e7-9870-dabc74ff578d	Centene Medicaid Alternative Font Member Cover Letter 2025 (Standard Font)	YES
26163de9-6651-49e7-9870-dabc74ff578d	Centene Medicaid Alternative Font Member Cover Letter 2025 (Standard Font)	YES
26163de9-6651-49e7-9870-dabc74ff578d	Centene Medicaid Alternative Font Member Cover Letter 2025 (Standard Font)	YES
26163de9-6651-49e7-9870-dabc74ff578d	Centene Medicaid Alternative Font Member Cover Letter 2025 (Standard Font)	YES
26163de9-6651-49e7-9870-dabc74ff578d	Centene Medicaid Alternative Font Member Cover Letter 2025 (Standard Font)	YES
